Unique station number,Unique sample event number,State,method,Stream_Name,EPA assigned site number,Sample_Date.1,BobN,DaveN,DonC,DougB,Ernie,Guy,HilaryS,LeonT,Mike,SteveF,SusanD,Fuzzy Model,total Ind,total taxa,PCAtt2,Att2 taxa,PCAtt3,Att3 taxa,PCAtt4,Att4 taxa,PCAtt5,Att5 taxa,PCAtt6,Att6 taxa,PCephem,ephem taxa,PC pleco,pleco taxa,PC Tricho,tricho taxa,PCHydro,PCtubi,PCnonins
140,479,CT,20 random toss 4m2 area,Limekiln Brook,CT HEX 45.04,10/5/2002,,,,,5.2,4.2,,,5.5,,,5,202,31,0.00990099,2,0.292079208,5,0.455445545,18,0.242574257,6,0,0,2.475247525,3,25.74257426,2,23.26732673,5,0.202970297,0.014851485,0.044554455
140,479,CT,riffle targeted kick net 2m2 area,Limekiln Brook,CT HEX 45.04,10/5/2002,,,,,5.5,5.2,,,5.5,,,5,209,18,0,0,0.263157895,6,0.100478469,9,0.636363636,3,0,0,4.306220096,2,22.96650718,1,64.11483254,5,0.626794258,0,0
152,481,CT,20 random toss 4m2 area,Mashamoquet Brook,CT HEX 17.08,10/22/2002,,,,,4.2,3.8,,,3.5,,,,196,44,0.107142857,3,0.102040816,10,0.62244898,23,0.163265306,8,0,0,18.36734694,7,2.551020408,2,9.693877551,6,0.025510204,0.056122449,0.25
177,489,CT,20 random toss 4m2 area,Mountain Brook,CT HEX 13.02,10/28/2002,,,,,3.5,2.5,,,3.5,,,2,165,35,0.248484848,5,0.375757576,17,0.309090909,11,0.006060606,1,0,0,9.696969697,3,6.666666667,5,24.24242424,7,0.024242424,0,0.012121212
177,489,CT,riffle targeted kick net 2m2 area,Mountain Brook,CT HEX 13.02,10/28/2002,,,,,2.8,2.8,,,2.5,,,2,178,47,0.247191011,8,0.370786517,22,0.331460674,15,0.016853933,1,0,0,12.92134831,3,9.550561798,7,31.46067416,11,0.06741573,0,0.011235955
183,493,CT,20 random toss 4m2 area,Naugatuck River,CT HEX 29.03,10/1/2002,,,,,5.8,5.8,,,6.5,,,5,195,15,0,0,0.01025641,2,0.723076923,7,0.205128205,6,0,0,0.512820513,1,0,0,16.92307692,3,0.158974359,0,0.030769231
183,493,CT,riffle targeted kick net 2m2 area,Naugatuck River,CT HEX 29.03,10/1/2002,,,,,5.5,5.5,,,6.5,,,5,191,13,0,0,0.005235602,1,0.408376963,6,0.539267016,6,0,0,0,0,0,0,57.59162304,4,0.486910995,0,0.020942408
184,495,CT,20 random toss 4m2 area,Naugatuck River,CT HEX 37.01,10/2/2002,,,,,5.5,5.5,,,6.5,,,5,202,22,0,0,0.004950495,1,0.297029703,12,0.683168317,9,0,0,0.495049505,1,0,0,62.87128713,4,0.410891089,0,0.227722772
184,495,CT,riffle targeted kick net 2m2 area,Naugatuck River,CT HEX 37.01,10/2/2002,,,,,5.5,5.8,,,6.5,,,6,197,9,0,0,0,0,0.015228426,2,0.868020305,7,0,0,0.507614213,1,0,0,96.44670051,3,0.776649746,0,0
197,501,CT,20 random toss 4m2 area,Norwalk River,CT HEX 53.04,10/3/2002,,,,,4.5,4.2,,,5.2,,,5,200,41,0.005,1,0.08,8,0.53,22,0.345,10,0,0,6,3,0.5,1,35.5,6,0.275,0,0.05
197,501,CT,riffle targeted kick net 2m2 area,Norwalk River,CT HEX 53.04,10/3/2002,,,,,5.5,4.8,,,5.5,,,5,215,17,0,0,0.065116279,3,0.279069767,10,0.655813953,4,0,0,8.837209302,3,0,0,73.48837209,5,0.646511628,0,0
224,505,CT,20 random toss 4m2 area,Pond Meadow Brook,CT HEX 49.05,10/9/2002,,,,,4.5,3.5,,,5.2,,,3,215,41,0.004651163,1,0.446511628,13,0.418604651,23,0.130232558,4,0,0,6.976744186,5,3.720930233,4,21.39534884,6,0.11627907,0,0.041860465
224,505,CT,riffle targeted kick net 2m2 area,Pond Meadow Brook,CT HEX 49.05,10/9/2002,,,,,4.2,3.2,,,4.2,,,3,212,41,0.023584906,2,0.551886792,19,0.306603774,16,0.113207547,3,0,0,6.132075472,4,3.773584906,3,25,11,0.141509434,0,0.136792453
227,507,CT,20 random toss 4m2 area,Pumpkin Ground Brook,CT HEX 55.01,10/31/2002,,,,,5.5,4.5,,,5.5,,,5,209,34,0.023923445,1,0.071770335,4,0.789473684,21,0.114832536,8,0,0,2.392344498,1,0.956937799,1,9.56937799,5,0.076555024,0.009569378,0.401913876
227,507,CT,riffle targeted kick net 2m2 area,Pumpkin Ground Brook,CT HEX 55.01,10/31/2002,,,,,5.8,5.2,,,5.5,,,5,201,20,0.004975124,1,0.054726368,2,0.706467662,14,0.233830846,3,0,0,0,0,4.975124378,1,54.72636816,3,0.228855721,0,0.034825871
236,509,CT,20 random toss 4m2 area,Rocky Brook,CT HEX 9.02,10/17/2002,,,,,3.5,2.8,,,4.2,,,2,260,45,0.092307692,6,0.357692308,15,0.5,22,0.026923077,2,0,0,11.15384615,2,13.07692308,7,22.30769231,10,0.103846154,0,0.134615385
236,509,CT,riffle targeted kick net 2m2 area,Rocky Brook,CT HEX 9.02,10/17/2002,,,,,4.2,3.5,,,3.8,,,5,198,24,0.101010101,3,0.439393939,7,0.313131313,12,0.121212121,1,0,0,6.565656566,1,17.67676768,5,42.42424242,5,0.353535354,0,0.141414141
240,511,CT,20 random toss 4m2 area,Sages Ravine Brook,CT HEX 1.08,10/21/2002,,,,,4.5,2.8,,,3.8,,,3,205,35,0.112195122,8,0.268292683,14,0.585365854,10,0.024390244,2,0,0,5.365853659,4,1.951219512,4,21.95121951,10,0.063414634,0,0.014634146
240,511,CT,riffle targeted kick net 2m2 area,Sages Ravine Brook,CT HEX 1.08,10/21/2002,,,,,4.2,2.8,,,2.8,,,4,175,29,0.114285714,5,0.182857143,11,0.68,11,0.017142857,1,0,0,4.571428571,4,3.428571429,5,16,6,0.051428571,0,0.011428571
244,513,CT,20 random toss 4m2 area,Sandy Brook,CT HEX 3.01,10/8/2002,,,,,3.5,2.2,,,2.8,,,2,234,59,0.200854701,9,0.354700855,18,0.333333333,25,0.098290598,6,0,0,20.94017094,7,5.982905983,4,22.22222222,16,0.02991453,0.004273504,0.047008547
244,513,CT,riffle targeted kick net 2m2 area,Sandy Brook,CT HEX 3.01,10/8/2002,,,,,2.5,2.2,,,2.2,,,2,210,45,0.266666667,12,0.452380952,14,0.171428571,14,0.1,4,0,0,35.71428571,8,8.095238095,7,31.42857143,15,0.076190476,0,0
249,517,CT,20 random toss 4m2 area,Sawmill Brook,CT HEX 35.05,10/29/2002,,,,,3.5,2.5,,,2.2,,,2,192,47,0.130208333,8,0.546875,18,0.270833333,19,0.03125,2,0,0,7.291666667,4,12.5,5,23.4375,8,0.067708333,0,0.041666667
249,517,CT,riffle targeted kick net 2m2 area,Sawmill Brook,CT HEX 35.05,10/29/2002,,,,,3.2,2.8,,,3.5,,,2,207,39,0.241545894,6,0.492753623,16,0.198067633,14,0.057971014,2,0,0,6.763285024,4,20.77294686,5,35.26570048,7,0.144927536,0,0.024154589
257,521,CT,20 random toss 4m2 area,Shunock River,CT HEX 43.01,10/24/2002,,,,,4.5,4.2,,,4.8,,,3,199,45,0.020100503,2,0.236180905,11,0.537688442,25,0.201005025,7,0,0,28.64321608,6,0,0,18.59296482,9,0.08040201,0,0.195979899
257,521,CT,riffle targeted kick net 2m2 area,Shunock River,CT HEX 43.01,10/24/2002,,,,,3.8,3.5,,,3.8,,,3,216,40,0,0,0.421296296,15,0.37962963,19,0.175925926,6,0,0,28.7037037,5,2.314814815,2,25.46296296,10,0.138888889,0,0.125
258,523,CT,20 random toss 4m2 area,Shunock River,CT HEX 52.07,10/7/2003,,,,,3.8,2.8,,,3.5,,,3,234,45,0.008547009,1,0.273504274,16,0.431623932,19,0.282051282,9,0,0,5.555555556,5,2.564102564,3,43.58974359,12,0.200854701,0,0.136752137
258,523,CT,riffle targeted kick net 2m2 area,Shunock River,CT HEX 52.07,10/7/2003,,,,,3.8,3.8,,,3.2,,,3,223,41,0.004484305,1,0.278026906,17,0.515695067,15,0.197309417,7,0.004484305,1,3.587443946,4,2.69058296,2,51.56950673,11,0.156950673,0,0.044843049
269,527,CT,20 random toss 4m2 area,Stickney Hill Brook,CT HEX 7.06,10/10/2002,,,,,3.5,2.8,,,4.8,,,2,202,38,0.222772277,5,0.366336634,14,0.376237624,19,0,0,0,0,39.6039604,7,13.36633663,4,2.97029703,4,0.004950495,0.01980198,0.054455446
269,527,CT,riffle targeted kick net 2m2 area,Stickney Hill Brook,CT HEX 7.06,10/10/2002,,,,,3.5,2.8,,,3.2,,,2,195,43,0.148717949,7,0.564102564,17,0.128205128,15,0.082051282,2,0,0,16.41025641,6,14.87179487,7,16.92307692,8,0.117948718,0,0.015384615
1,1,VT,20 random toss 4m2 area,3rd Branch White River,EPA HEX 23.01 VT,8/15/2001,,,,3.8,5.2,4.5,,,3.5,5.2,5.2,4,200,39,0.01,1,0.15,12,0.635,19,0.15,5,0,0,10,4,2,2,16.5,5,0.125,0.005,0.04
3,3,ME,20 random toss 4m2 area,Aegan Brook,EPA HEX 1.01 ME,7/18/2001,,,,3.2,3.2,3.2,,2.5,3.8,3.8,,2,200,41,0.07,5,0.605,16,0.235,15,0.01,1,0,0,12.5,5,4.5,3,12.5,8,0.01,0,0.06
4,4,NH,20 random toss 4m2 area,Ames Brook,NH HEX 28.03,7/7/2003,,,3.8,,,,,,,,3.8,3,256,49,0.04296875,6,0.171875,10,0.66796875,25,0.04296875,4,0,0,1.953125,4,3.125,3,12.109375,7,0.06640625,0,0.01953125
6,6,VT,20 random toss 4m2 area,Andover Branch,VT HEX 12.01,9/2/2003,,,,3.2,,,,,,2.5,,3,207,33,0.057971014,5,0.714975845,12,0.144927536,12,0.072463768,3,0,0,18.84057971,5,5.314009662,3,26.08695652,6,0.009661836,0,0.057971014
8,8,NH,20 random toss 4m2 area,Ash Swamp Brook,NH HEX 57.03,7/18/2002,,,4.2,,,,,4.5,,,,,203,52,0.02955665,2,0.098522167,6,0.586206897,27,0.177339901,12,0,0,1.97044335,2,0,0,8.866995074,6,0.068965517,0.004926108,0.123152709
11,11,VT,20 random toss 4m2 area,Batten Kill River,VT HEX 7.01,9/3/2003,,,,4.2,,,,,,4.5,,3,246,52,0.101626016,6,0.223577236,13,0.528455285,26,0.138211382,7,0,0,26.82926829,10,0,0,24.79674797,9,0.089430894,0,0.073170732
14,14,ME,20 random toss 4m2 area,Bear River,EPA HEX 19.03 ME,7/28/2002,3.2,,,4.5,3.5,3.5,,,4.8,3.5,,,203,54,0.039408867,4,0.192118227,13,0.615763547,28,0.083743842,5,0,0,5.911330049,4,3.9408867,3,11.8226601,9,0.0591133,0,0.039408867
15,15,NH,20 random toss 4m2 area,Beaver Brook,EPA HEX 34.06 NH,8/28/2001,,,,4.8,4.8,4.2,,4.5,3.2,4.2,,,220,45,0.1,2,0.045454545,4,0.736363636,25,0.095454545,11,0,0,16.81818182,3,0,0,4.090909091,4,0.009090909,0.004545455,0.372727273
16,16,NH,20 random toss 4m2 area,Beaver Brook,NH HEX 61.04,7/16/2002,,,4.2,,,,,3.8,,,,,242,52,0.008264463,2,0.082644628,9,0.719008264,32,0.111570248,7,0,0,16.52892562,4,0.41322314,1,11.98347107,5,0.05785124,0,0.033057851
19,19,NH,20 random toss 4m2 area,Beech River,EPA HEX 25.02 NH,8/9/2001,,,,3.2,3.2,2.8,,,4.2,3.8,3.8,3,215,53,0.03255814,5,0.237209302,18,0.618604651,23,0.069767442,5,0,0,10.23255814,10,3.255813953,2,15.81395349,11,0.060465116,0,0.009302326
23,23,VT,20 random toss 4m2 area,Black Creek,EPA HEX 9.05 VT (A),8/13/2001,,,,4.5,3.2,4.5,,,5.2,5.5,3.2,,198,43,0.025252525,2,0.035353535,3,0.626262626,28,0.282828283,10,0,0,8.080808081,4,0,0,2.525252525,4,0.005050505,0.090909091,0.146464646
24,24,VT,20 random toss 4m2 area,Black River,EPA HEX 29.03 VT,8/1/2002,4.2,,,3.8,3.2,2.8,,,3.5,3.2,,4,235,42,0.072340426,6,0.272340426,8,0.591489362,23,0.012765957,3,0,0,19.57446809,7,1.70212766,2,7.659574468,7,0.017021277,0,0.021276596
27,27,VT,20 random toss 4m2 area,Blood Brook,VT HEX 13.03,7/10/2003,,,,3.5,,,,,,3.2,,2,236,42,0.080508475,6,0.512711864,17,0.347457627,17,0,0,0,0,6.779661017,4,3.813559322,4,16.94915254,8,0.016949153,0,0.055084746
28,28,NH,20 random toss 4m2 area,Bog Brook,NH HEX 10.02,7/24/2003,,,4.2,,,,,,,,1.8,3,250,53,0.068,7,0.324,11,0.436,28,0.132,7,0,0,6.4,6,3.2,3,20,10,0.144,0,0.052
29,29,RI,20 random toss 4m2 area,Borden Brook,RSD28,9/20/2000,,,,,,,,,,,,5,206,35,0.063106796,4,0.131067961,10,0.684466019,19,0.019417476,1,0,0,2.912621359,1,0,0,11.16504854,8,0.014563107,0,0.262135922
30,30,ME,20 random toss 4m2 area,Boyden Stream,EPA HEX 15.02 ME,8/3/2001,,,,4.2,4.5,4.5,,,3.5,3.5,3.8,,200,40,0.005,1,0.065,3,0.795,25,0.09,8,0,0,8,2,0,0,6.5,6,0.005,0.005,0.545
38,38,NH,20 random toss 4m2 area,Bumpus Brook,NH HEX 11.01,7/22/2002,,,3.2,,,,,2.2,,,,2,207,41,0.222222222,7,0.338164251,14,0.362318841,18,0,0,0,0,33.33333333,5,14.97584541,5,7.729468599,6,0.009661836,0,0.019323671
39,39,VT,20 random toss 4m2 area,Burgess Branch,VT HEX 6.01,8/7/2002,,,,,,,,,,,,5,230,34,0.013043478,3,0.334782609,7,0.37826087,18,0.226086957,5,0,0,3.913043478,1,2.173913043,4,6.086956522,3,0.052173913,0,0.02173913
43,43,ME,20 random toss 4m2 area,Carrying Place Stream,EPA HEX 12.02 ME,7/26/2001,,,4.5,3.5,3.5,2.8,,,3.2,4.5,,2,236,39,0.06779661,5,0.5,16,0.398305085,16,0,0,0,0,16.52542373,6,3.389830508,3,6.779661017,8,0.008474576,0,0.021186441
45,45,NH,20 random toss 4m2 area,Cedar Stream,EPA HEX 11.06 NH,7/28/2002,3.5,,,3.5,2.5,3.2,,,2.8,2.8,,3,226,46,0.075221239,7,0.212389381,12,0.668141593,22,0.022123894,3,0,0,24.33628319,6,4.424778761,3,20.79646018,9,0.026548673,0,0.084070796
46,46,ME,20 random toss 4m2 area,Chemquasabamticook Brook,EPA HEX 3.04 ME,7/24/2002,,3.8,,3.2,3.2,2.8,,,3.5,3.2,,2,225,40,0.208888889,9,0.306666667,10,0.373333333,15,0.075555556,3,0,0,32,6,2.666666667,2,27.55555556,12,0.084444444,0.004444444,0.031111111
47,47,NH,20 random toss 4m2 area,Churchill Brook,NH HEX 35.01,7/11/2002,,,4.2,,,,,,,,4.5,,196,49,0.045918367,6,0.081632653,7,0.780612245,28,0.056122449,4,0,0,12.24489796,7,1.020408163,1,4.591836735,6,0.010204082,0,0.025510204
49,49,NH,20 random toss 4m2 area,Clark Brook,NH HEX 17.03,7/26/2002,,,4.5,,,,,4.2,,,,2,205,35,0.063414634,3,0.453658537,13,0.356097561,15,0.097560976,3,0,0,2.926829268,2,3.902439024,3,18.04878049,7,0.097560976,0,0.058536585
53,53,NH,20 random toss 4m2 area,Cocheco River,EPA HEX 30.04 NH,8/10/2001,,,,3.5,3.5,3.5,,,4.2,4.5,2.8,,229,51,0.026200873,3,0.310043668,10,0.541484716,27,0.069868996,8,0,0,20.96069869,7,1.746724891,2,9.6069869,10,0.026200873,0,0.061135371
57,57,CT,20 random toss 4m2 area,Comstock Brook,EPA HEX 39.10 CT (A),8/14/2002,,4.5,,3.5,3.8,3.8,,,4.2,5.2,,3,192,47,0.03125,1,0.255208333,16,0.557291667,23,0.145833333,6,0,0,1.5625,1,5.729166667,3,21.35416667,8,0.114583333,0,0.15625
58,58,NH,20 random toss 4m2 area,Connecticut River,NH HEX 1.03,7/29/2002,2.5,,,2.5,2.5,2.5,,,3.2,2.2,,2,240,41,0.1375,8,0.508333333,13,0.270833333,18,0.029166667,1,0,0,25.83333333,10,10.41666667,3,7.083333333,9,0.029166667,0,0.045833333
60,60,NH,20 random toss 4m2 area,Contoocook River,NH HEX 52.01,9/10/2003,,,4.5,,,,,,,,3.5,3,228,46,0.004385965,1,0.23245614,15,0.605263158,23,0.140350877,5,0,0,13.15789474,5,0.438596491,1,21.49122807,10,0.162280702,0.00877193,0.078947368
66,66,ME,20 random toss 4m2 area,Cupsuptic River,ME HEX 30.01,7/16/2003,,,,,,,3.2,3.5,,,3.8,2,214,41,0.056074766,7,0.462616822,12,0.457943925,19,0.014018692,2,0,0,22.42990654,9,0.934579439,2,5.607476636,7,0.004672897,0,0.079439252
68,68,ME,20 random toss 4m2 area,Depot Stream,EPA HEX 3.05 ME (A),7/25/2001,,,,3.5,3.5,2.8,,3.2,3.2,3.2,,,234,50,0.111111111,8,0.269230769,13,0.487179487,22,0.098290598,5,0,0,11.11111111,9,0.427350427,1,20.08547009,13,0.076923077,0,0.235042735
69,69,NH,20 random toss 4m2 area,Dinsmore Stream,EPA HEX 33.03 NH,8/7/2001,,,,4.2,4.5,4.2,,,4.5,4.2,3.8,,207,44,0.028985507,4,0.183574879,9,0.637681159,26,0.115942029,3,0,0,12.07729469,4,0,0,20.28985507,11,0.111111111,0,0.053140097
70,70,NH,20 random toss 4m2 area,Dodge Brook,NH HEX 44.02,8/4/2003,,4.3,,,,,,,,,,,305,46,0.006557377,1,0.013114754,4,0.813114754,30,0.144262295,8,0,0,1.967213115,1,0,0,8.852459016,6,0,0.003278689,0.344262295
74,74,VT,20 random toss 4m2 area,East Branch North River,VT HEX 2.01,7/14/2003,,,,3.5,,,,,,3.8,,,217,44,0.119815668,7,0.331797235,15,0.483870968,19,0.032258065,2,0,0,13.3640553,8,2.304147465,3,19.35483871,9,0.055299539,0,0.023041475
75,75,NH,20 random toss 4m2 area,East Branch Saco River,NH HEX 16.02,7/29/2003,,3.5,,,,,,,,,,2,221,46,0.076923077,9,0.49321267,13,0.330316742,19,0.07239819,4,0,0,11.76470588,9,2.714932127,3,15.83710407,9,0.081447964,0,0.009049774
77,77,NH,20 random toss 4m2 area,Eastman Brook,NH HEX 18.01,6/24/2003,,2.5,,,,,,,,,,3,241,31,0.336099585,10,0.356846473,10,0.298755187,9,0.004149378,1,0,0,53.1120332,10,2.489626556,4,16.59751037,5,0.004149378,0,0.004149378
79,79,CT,20 random toss 4m2 area,Eight Mile River,EPA HEX 41.05 CT,8/13/2002,,5.2,,3.5,3.5,3.2,,,3.2,4.5,,3,184,50,0.059782609,5,0.222826087,12,0.608695652,26,0.086956522,6,0,0,5.97826087,7,1.630434783,2,11.95652174,8,0.016304348,0.005434783,0.027173913
93,93,VT,20 random toss 4m2 area,Gihon River,VT HEX 14.02 (RD),7/3/2002,,,,3.2,,,,,,3.5,,2,220,45,0.145454545,6,0.4,18,0.336363636,15,0.095454545,5,0,0,35,8,9.090909091,3,19.09090909,10,0.077272727,0,0.013636364
94,94,VT,20 random toss 4m2 area,Goshen Brook Trib #2,VT HEX 8.02 (2006),7/9/2003,,,,2.8,,,,,,2.8,,2,239,44,0.158995816,8,0.506276151,14,0.305439331,19,0.008368201,2,0,0,11.71548117,5,8.368200837,4,13.38912134,8,0,0,0.008368201
96,96,NH,20 random toss 4m2 area,Grant Brook,NH HEX 21.05,7/25/2002,,,4.2,,,,,3.8,,,,3,201,42,0.049751244,5,0.487562189,8,0.383084577,21,0.064676617,6,0,0,16.41791045,6,0.995024876,2,8.955223881,8,0.029850746,0.004975124,0.019900498
97,97,MA,20 random toss 4m2 area,Great Swamp Brook,EPA HEX 42.01 MA,11/7/2001,,,,3.2,3.2,3.2,,,2.8,3.8,1.8,,210,46,0.161904762,6,0.376190476,13,0.39047619,21,0.052380952,5,0,0,24.28571429,4,4.761904762,4,19.04761905,12,0.042857143,0,0.047619048
99,99,ME,20 random toss 4m2 area,Greenleaf Brook,EPA HEX 8.06 ME,7/21/2001,,,,4.5,3.8,3.5,,2.8,4.2,3.8,,,222,37,0.040540541,5,0.342342342,10,0.5,17,0.094594595,5,0,0,11.71171171,5,3.153153153,3,9.459459459,5,0.067567568,0.009009009,0.337837838
100,100,ME,20 random toss 4m2 area,Halfmoon Stream,ME HEX 48.05,7/15/2003,,,,,,,4.5,3.8,,,3.5,4,257,43,0.015564202,4,0.089494163,9,0.704280156,23,0.175097276,6,0,0,7.003891051,5,1.167315175,2,16.34241245,5,0.13618677,0,0.105058366
101,101,ME,20 random toss 4m2 area,Halfway Brook,EPA HEX 2.03 ME,7/17/2001,,,,3.2,2.8,2.8,,,2.5,4.5,2.5,3,147,35,0.183673469,7,0.149659864,6,0.517006803,19,0.088435374,2,0,0,29.25170068,7,10.20408163,3,5.442176871,4,0.027210884,0.06122449,0.108843537
101,102,ME,20 random toss 4m2 area,Halfway Brook,EPA HEX 2.03 ME,7/23/2002,,,,,,,,,,,,2,341,46,0.064516129,8,0.583577713,10,0.299120235,21,0.041055718,5,0,0,15.83577713,9,5.571847507,2,3.519061584,6,0.011730205,0.014662757,0.058651026
103,103,VT,20 random toss 4m2 area,Hancock Brook,VT HEX 1.01 (RD),7/29/2003,,,,4.5,,,,,,3.8,,4,198,34,0.055555556,6,0.247474747,6,0.626262626,17,0.060606061,4,0,0,3.03030303,4,4.04040404,4,4.04040404,4,0.015151515,0,0.025252525
104,104,ME,20 random toss 4m2 area,Hardy Stream,EPA HEX 19.01 ME,9/21/2001,,,,2.5,2.8,2.8,,,3.2,3.2,1.5,2,213,37,0.276995305,10,0.338028169,8,0.262910798,14,0.037558685,3,0,0,31.92488263,7,7.511737089,3,26.29107981,10,0.037558685,0,0.093896714
108,108,NH,20 random toss 4m2 area,Hewes Brook,NH HEX 26.05,6/29/2003,,,3.2,,,,,2.2,,,,2,244,47,0.233606557,8,0.368852459,18,0.295081967,15,0.06147541,5,0,0,18.44262295,6,6.967213115,5,40.16393443,9,0.016393443,0,0.053278689
109,109,ME,20 random toss 4m2 area,Higgins Brook,EPA HEX 20.02 ME,7/23/2001,,,,4.8,3.8,3.8,,,3.8,4.8,3.8,4,222,39,0.031531532,4,0.094594595,8,0.815315315,25,0.009009009,2,0,0,26.12612613,6,0,0,6.756756757,8,0.004504505,0,0.022522523
113,113,ME,20 random toss 4m2 area,Horseshoe Stream,EPA HEX 11.05 ME,7/25/2001,,,,3.8,4.2,4.2,,4.2,5.2,4.5,,4,213,34,0.014084507,3,0.154929577,10,0.549295775,15,0.267605634,5,0,0,4.694835681,4,0.938967136,2,34.27230047,8,0.23943662,0,0.295774648
115,115,VT,20 random toss 4m2 area,Hubbard Brook,VT HEX 14.02,7/8/2003,,,,3.2,,,,,,2.8,,2,242,43,0.198347107,9,0.425619835,13,0.318181818,17,0.033057851,3,0,0,16.94214876,4,5.785123967,6,11.57024793,7,0.012396694,0,0.066115702
117,117,VT,20 random toss 4m2 area,Huntington River,EPA HEX 23.02 VT,8/1/2002,2.5,,,2.2,2.2,2.5,,,2.2,2.2,,2,164,40,0.18902439,7,0.432926829,14,0.347560976,15,0.018292683,3,0,0,21.95121951,4,19.51219512,5,15.24390244,8,0.006097561,0,0.012195122
