Stream_Name,EPA assigned site number,State,method,Sample_Date.1,ExpAv,ExpMin,Expmax,total Ind,total taxa,PCAtt2,Att2 taxa,PCAtt3,Att3 taxa,PCAtt4,Att4 taxa,PCAtt5,Att5 taxa,PCAtt6,Att6 taxa,PCephem,ephem taxa,PC pleco,pleco taxa,PC Tricho,tricho taxa,PCHydro,PCtubi,PCnonins,EPT taxa,EPT_Pct taxa,EPT_Pc_Ind,Sens taxa,Sens_PC_taxa,sensPc_indiv,Tol_Pc_Ind,AvtolPerTaxon
Ames Brook,NH HEX 28.03,NH,Artificial substrate rock basket,9/5/2003,2.75,2,3.5,508,41,0.114173228,5,0.381889764,12,0.289370079,17,0.06496063,5,0,0,48.42519685,7,1.57480315,4,10.82677165,12,0.005905512,0,0.025590551,23,0.56097561,60.82677165,17,0.414634146,0.496062992,0.06496063,3.390243902
Ash Swamp Brook,NH HEX 57.03,NH,Artificial substrate rock basket,9/19/2002,4.5,4.5,4.5,465,39,0,0,0.03655914,7,0.535483871,21,0.253763441,7,0,0,1.290322581,4,0.860215054,3,9.462365591,6,0.08172043,0,0.275268817,13,0.333333333,11.61290323,7,0.179487179,0.03655914,0.253763441,3.58974359
Beaver Brook,NH HEX 61.04,NH,Artificial substrate rock basket,9/16/2002,4.1,4,4.2,354,33,0,0,0.138418079,5,0.579096045,20,0.169491525,6,0,0,18.07909605,5,0.282485876,1,37.28813559,8,0.028248588,0.005649718,0.169491525,14,0.424242424,55.64971751,5,0.151515152,0.138418079,0.169491525,3.787878788
Bog Brook,NH HEX 10.02,NH,Artificial substrate rock basket,9/17/2003,2.25,2,2.5,1010,51,0.121782178,9,0.284158416,15,0.37029703,18,0.147524752,6,0,0,48.91089109,9,3.663366337,9,15.24752475,13,0.084158416,0.003960396,0.059405941,31,0.607843137,67.82178218,24,0.470588235,0.405940594,0.147524752,3.235294118
Bumpus Brook,NH HEX 11.01,NH,Artificial substrate rock basket,9/23/2002,4.833333333,4.5,5,158,10,0.784810127,2,0.018987342,2,0.107594937,5,0,0,0,0,1.898734177,3,0.632911392,1,79.74683544,3,0,0,0.075949367,7,0.7,82.27848101,4,0.4,0.803797468,0,3
Churchill Brook,NH HEX 35.01,NH,Artificial substrate rock basket,9/18/2002,4.25,4,4.5,473,31,0.057082452,3,0.209302326,7,0.418604651,18,0.059196617,1,0,0,16.91331924,4,0.21141649,1,24.94714588,7,0,0,0.164904863,12,0.387096774,42.07188161,10,0.322580645,0.266384778,0.059196617,3.35483871
Clark Brook,NH HEX 17.03,NH,Artificial substrate rock basket,9/25/2002,3.1,2.8,3.5,747,39,0.088353414,4,0.140562249,12,0.527443106,13,0.13253012,6,0,0,18.87550201,6,6.291834003,6,37.21552878,9,0.046854083,0,0.021419009,21,0.538461538,62.38286479,16,0.41025641,0.228915663,0.13253012,3.230769231
Contoocook River,NH HEX 52.01,NH,Artificial substrate rock basket,11/25/2003,3.766666667,3.5,4,455,31,0.101098901,2,0.079120879,9,0.294505495,16,0.173626374,3,0,0,18.02197802,6,6.153846154,4,20.43956044,9,0.162637363,0,0.028571429,19,0.612903226,44.61538462,11,0.35483871,0.18021978,0.173626374,3.548387097
Dodge Brook,NH HEX 44.02,NH,Artificial substrate rock basket,10/20/2003,4.2,4.2,4.2,680,34,0.080882353,2,0.135294118,6,0.295588235,17,0.194117647,6,0,0,15.14705882,4,0.294117647,1,25.29411765,11,0.007352941,0.005882353,0.055882353,16,0.470588235,40.73529412,8,0.235294118,0.216176471,0.194117647,3.529411765
East Branch Saco River,NH HEX 16.02,NH,Artificial substrate rock basket,9/30/2003,2.4,2,2.8,801,47,0.237203496,8,0.143570537,18,0.134831461,15,0.052434457,4,0,0,23.84519351,8,7.865168539,9,16.22971286,12,0.02372035,0,0.017478152,29,0.617021277,47.94007491,26,0.553191489,0.380774032,0.052434457,3.191489362
Eastman Brook,NH HEX 18.01,NH,Artificial substrate rock basket,8/22/2003,2.75,2,3.5,530,36,0.230188679,9,0.186792453,11,0.347169811,11,0.018867925,3,0,0,6.41509434,7,13.20754717,6,23.20754717,9,0.016981132,0,0.005660377,22,0.611111111,42.83018868,20,0.555555556,0.416981132,0.018867925,3.055555556
Grant Brook,NH HEX 21.05,NH,Artificial substrate rock basket,9/25/2002,2.5,2,3,755,37,0.259602649,8,0.295364238,10,0.313907285,12,0.018543046,3,0,0,55.09933775,6,6.225165563,6,20.92715232,11,0.002649007,0,0.009271523,23,0.621621622,82.25165563,18,0.486486486,0.554966887,0.018543046,2.945945946
Hewes Brook,NH HEX 26.05,NH,Artificial substrate rock basket,9/2/2003,3.533333333,3,3.8,440,34,0.165909091,6,0.1,11,0.193181818,10,0.1,4,0,0,14.54545455,5,2.954545455,3,21.81818182,10,0.052272727,0,0.025,18,0.529411765,39.31818182,17,0.5,0.265909091,0.1,3.088235294
Indian Stream,NH HEX 2.05,NH,Artificial substrate rock basket,9/17/2003,3.6,3,4.2,1082,47,0.149722736,8,0.132162662,11,0.144177449,18,0.429759704,7,0,0,22.73567468,10,5.175600739,6,46.6728281,12,0.387245841,0.000924214,0.012014787,28,0.595744681,74.58410351,19,0.404255319,0.281885397,0.429759704,3.319148936
Johnson Brook,NH HEX 23.01,NH,Artificial substrate rock basket,9/18/2002,2.566666667,2.2,3,329,30,0.291793313,7,0.462006079,10,0.161094225,10,0.015197568,2,0,0,49.84802432,7,6.990881459,5,28.87537994,7,0.03343465,0,0.027355623,19,0.633333333,85.71428571,17,0.566666667,0.753799392,0.015197568,3.133333333
Mill Brook,NH HEX 58.03,NH,Artificial substrate rock basket,9/4/2003,3.6,3.2,4,764,36,0.146596859,4,0.108638743,8,0.238219895,18,0.137434555,4,0,0,19.89528796,3,0.392670157,2,17.80104712,10,0.041884817,0,0.02617801,15,0.416666667,38.08900524,12,0.333333333,0.255235602,0.137434555,3.444444444
Newell Brook,NH HEX 9.05,NH,Artificial substrate rock basket,9/23/2002,2.666666667,2.2,3,658,32,0.320668693,6,0.395136778,10,0.218844985,11,0.004559271,3,0,0,58.35866261,7,13.82978723,6,6.534954407,6,0.001519757,0,0.013677812,19,0.59375,78.72340426,16,0.5,0.715805471,0.004559271,3.15625
Otter Brook,NH HEX 51.04,NH,Artificial substrate rock basket,9/30/2002,3.333333333,2.5,4,729,33,0.127572016,4,0.082304527,9,0.264746228,14,0.294924554,4,0,0,24.96570645,5,2.880658436,3,36.89986283,14,0.245541838,0,0.013717421,22,0.666666667,64.74622771,13,0.393939394,0.209876543,0.294924554,3.363636364
Piscataquog River,NH HEX 45.04,NH,Artificial substrate rock basket,9/16/2002,4.266666667,3.8,5,318,34,0.047169811,2,0.166666667,6,0.600628931,19,0.059748428,5,0,0,28.30188679,5,0.943396226,1,23.27044025,9,0.031446541,0,0.235849057,15,0.441176471,52.51572327,8,0.235294118,0.213836478,0.059748428,3.617647059
Poland Brook,NH HEX 30.02,NH,Artificial substrate rock basket,9/8/2003,4.35,3.5,5.2,397,25,0.34256927,3,0.012594458,3,0.483627204,12,0.070528967,2,0,0,48.86649874,6,0,0,0.755667506,2,0,0,0.304785894,8,0.32,49.62216625,6,0.24,0.355163728,0.070528967,2.92
Purgatory Brook,NH HEX 53.01,NH,Artificial substrate rock basket,9/16/2002,4.1,3.5,5,136,25,0.066176471,1,0.345588235,4,0.463235294,15,0.044117647,3,0,0,36.02941176,4,14.70588235,2,19.11764706,6,0.007352941,0,0.044117647,12,0.48,69.85294118,5,0.2,0.411764706,0.044117647,3.56
Riddle Brook,NH HEX 54.01,NH,Artificial substrate rock basket,9/4/2003,5.5,5.5,5.5,344,21,0.029069767,1,0.002906977,1,0.043604651,9,0.311046512,5,0,0,3.488372093,2,0,0,2.034883721,4,0.005813953,0.23255814,0.296511628,6,0.285714286,5.523255814,2,0.095238095,0.031976744,0.311046512,3.142857143
Souhegan River,NH HEX 59.03,NH,Artificial substrate rock basket,9/30/2002,4.666666667,4.5,5,1791,33,0.001675042,3,0.018425461,5,0.078168621,15,0.046342825,7,0,0,0.390843104,5,0.558347292,2,6.644332775,10,0.044667783,0,0.034059185,17,0.515151515,7.593523171,8,0.242424242,0.020100503,0.046342825,3.515151515
Winnicut River,NH HEX 48.04,NH,Artificial substrate rock basket,9/3/2003,4.8,4.8,4.8,1569,35,0,0,0.002549395,2,0.22307202,20,0.407265774,9,0,0,0.956022945,3,0,0,30.59273423,6,0.298279159,0,0.29318037,9,0.257142857,31.54875717,2,0.057142857,0.002549395,0.407265774,3.742857143
Halfmoon Stream,ME HEX 48.05,ME,Artificial Substrate Rock Basket,8/12/2003,3.3,3,3.5,697,48,0.074605452,4,0.335724534,11,0.503586801,18,0.06456241,9,0,0,43.04160689,8,0.286944046,1,17.07317073,11,0.032998565,0,0.025824964,20,0.416666667,60.40172166,15,0.3125,0.410329986,0.06456241,3.291666667
Mill Brook,ME HEX 55.02,ME,Artificial Substrate Rock Basket,8/15/2003,3.7,2.8,4.8,496,36,0.012096774,3,0.225806452,10,0.596774194,17,0.151209677,5,0,0,6.451612903,5,4.233870968,1,30.44354839,9,0.153225806,0,0.002016129,15,0.416666667,41.12903226,13,0.361111111,0.237903226,0.151209677,3.583333333
Cupsuptic River,ME HEX 30.01,ME,Artificial Substrate Riffle Bags,8/19/2003,2.2,1.8,2.5,560,33,0.1125,7,0.676785714,11,0.128571429,11,0.076785714,4,0,0,74.10714286,8,3.035714286,3,10,10,0.075,0,0.001785714,21,0.636363636,87.14285714,18,0.545454545,0.789285714,0.076785714,3.363636364
Beaver Meadow Brook,CT HEX 39.01,CT,20 random toss 4m2 area,10/9/2002,3.5875,3,4.5,184,48,0.086956522,6,0.35326087,18,0.429347826,20,0.016304348,3,0,0,7.608695652,3,3.260869565,3,25,6,0.043478261,0.005434783,0.054347826,12,0.25,35.86956522,24,0.5,0.440217391,0.016304348,3.354166667
Beaver Meadow Brook,CT HEX 39.01,CT,riffle targeted kick net 2m2 area,10/9/2002,3.5875,3,4.5,182,37,0.049450549,5,0.554945055,14,0.340659341,15,0.043956044,1,0,0,6.593406593,4,10.43956044,4,32.96703297,8,0.208791209,0,0.038461538,16,0.432432432,50,19,0.513513514,0.604395604,0.043956044,3.162162162
Bentley Brook,CT HEX 33.04,CT,20 random toss 4m2 area,8/14/2002,4.041666667,3,4.8,219,46,0.00456621,1,0.365296804,18,0.488584475,23,0.114155251,4,0,0,2.283105023,3,8.219178082,2,15.52511416,7,0.105022831,0,0.050228311,12,0.260869565,26.02739726,19,0.413043478,0.369863014,0.114155251,3.652173913
Bentley Brook,CT HEX 33.04,CT,riffle targeted kick net 2m2 area,8/14/2002,4.041666667,3,4.8,189,34,0.021164021,2,0.423280423,14,0.402116402,15,0.142857143,2,0,0,1.058201058,1,7.936507937,5,32.27513228,8,0.148148148,0,0.037037037,14,0.411764706,41.26984127,16,0.470588235,0.444444444,0.142857143,3.411764706
Bladdens River,CT HEX 47.02,CT,riffle targeted kick net 2m2 area,10/31/2002,4.166666667,3.5,4.5,206,48,0.04368932,2,0.373786408,17,0.432038835,22,0.111650485,5,0,0,8.737864078,4,15.04854369,3,32.03883495,9,0.087378641,0,0.038834951,16,0.333333333,55.82524272,19,0.395833333,0.417475728,0.111650485,3.5
Bull Mountain Brook,CT HEX 27.02,CT,20 random toss 4m2 area,10/29/2002,4.125,3,5.2,211,37,0.009478673,2,0.194312796,10,0.758293839,22,0.037914692,3,0,0,4.265402844,2,7.109004739,3,3.791469194,5,0.023696682,0,0.151658768,10,0.27027027,15.16587678,12,0.324324324,0.203791469,0.037914692,3.702702703
Bull Mountain Brook,CT HEX 27.02,CT,riffle targeted kick net 2m2 area,10/29/2002,4.125,3,5.2,215,37,0.004651163,1,0.204651163,11,0.772093023,22,0.018604651,3,0,0,5.581395349,3,3.720930233,4,7.441860465,7,0.018604651,0,0.195348837,14,0.378378378,16.74418605,12,0.324324324,0.209302326,0.018604651,3.72972973
East Branch Byram River,CT HEX 59.01,CT,20 random toss 4m2 area,10/3/2002,4.208333333,3.8,4.8,197,37,0.086294416,2,0.182741117,10,0.47715736,15,0.23857868,8,0,0,12.69035533,3,3.045685279,3,8.629441624,3,0.081218274,0.081218274,0.111675127,9,0.243243243,24.36548223,12,0.324324324,0.269035533,0.23857868,3.621621622
East Branch Byram River,CT HEX 59.01,CT,riffle targeted kick net 2m2 area,10/3/2002,4.208333333,3.8,4.8,231,39,0.034632035,1,0.19047619,10,0.493506494,22,0.216450216,5,0,0,9.956709957,5,8.658008658,2,11.68831169,5,0.082251082,0.121212121,0.177489177,12,0.307692308,30.3030303,11,0.282051282,0.225108225,0.216450216,3.717948718
Ekonk River,CT HEX 25.03,CT,20 random toss 4m2 area,10/17/2002,3.575,3,4.5,228,41,0.026315789,3,0.342105263,16,0.596491228,18,0.021929825,3,0,0,5.263157895,4,2.192982456,3,6.140350877,7,0,0,0.078947368,14,0.341463415,13.59649123,19,0.463414634,0.368421053,0.021929825,3.43902439
Ekonk River,CT HEX 25.03,CT,riffle targeted kick net 2m2 area,10/17/2002,3.575,3,4.5,225,44,0.008888889,2,0.275555556,17,0.577777778,20,0.084444444,4,0,0,3.111111111,3,8.444444444,3,29.77777778,10,0.075555556,0,0.24,16,0.363636364,41.33333333,19,0.431818182,0.284444444,0.084444444,3.522727273
Farmington River,CT HEX 21.02,CT,20 random toss 4m2 area,10/21/2002,3.45,2.5,4.5,249,43,0.012048193,2,0.269076305,15,0.449799197,18,0.269076305,8,0,0,20.88353414,7,1.204819277,3,42.1686747,16,0.248995984,0,0.052208835,26,0.604651163,64.25702811,17,0.395348837,0.281124498,0.269076305,3.744186047
Farmington River,CT HEX 21.02,CT,riffle targeted kick net 2m2 area,10/21/2002,3.45,2.5,4.5,252,34,0.003968254,1,0.253968254,14,0.317460317,14,0.424603175,5,0,0,23.80952381,6,1.984126984,2,46.82539683,9,0.380952381,0,0.043650794,17,0.5,72.61904762,15,0.441176471,0.257936508,0.424603175,3.676470588
Flat Brook,CT HEX 31.02,CT,20 random toss 4m2 area,10/7/2002,3.125,2,4.5,192,40,0.046875,5,0.526041667,17,0.322916667,13,0.041666667,3,0,0,13.54166667,6,5.208333333,4,21.35416667,6,0.135416667,0,0.114583333,16,0.4,40.10416667,22,0.55,0.572916667,0.041666667,3.2
Flat Brook,CT HEX 31.02,CT,riffle targeted kick net 2m2 area,10/7/2002,3.125,2,4.5,245,35,0.069387755,6,0.583673469,15,0.187755102,11,0.142857143,3,0,0,8.979591837,5,5.714285714,4,44.48979592,9,0.27755102,0,0.012244898,18,0.514285714,59.18367347,21,0.6,0.653061224,0.142857143,3.314285714
Flat Brook,CT HEX 51.02,CT,20 random toss 4m2 area,10/15/2002,4.0375,2.8,5.5,195,54,0.030769231,4,0.41025641,17,0.364102564,25,0.174358974,7,0,0,4.102564103,3,3.076923077,5,11.79487179,9,0.066666667,0.01025641,0.179487179,17,0.314814815,18.97435897,21,0.388888889,0.441025641,0.174358974,3.592592593
Flat Brook,CT HEX 51.02,CT,riffle targeted kick net 2m2 area,10/15/2002,4.0375,2.8,5.5,243,31,0.004115226,1,0.395061728,11,0.29218107,16,0.308641975,3,0,0,1.646090535,1,0,0,47.73662551,9,0.329218107,0,0.028806584,10,0.322580645,49.38271605,12,0.387096774,0.399176955,0.308641975,3.677419355
Indian Meadow Brook,CT HEX 11.02,CT,20 random toss 4m2 area,10/8/2002,2.5875,2,3.5,200,50,0.125,7,0.39,18,0.395,21,0.075,3,0,0,20,5,12.5,6,10,10,0.01,0,0.12,21,0.42,42.5,25,0.5,0.515,0.075,3.34
Indian Meadow Brook,CT HEX 11.02,CT,riffle targeted kick net 2m2 area,10/8/2002,2.5875,2,3.5,208,41,0.230769231,6,0.548076923,16,0.168269231,14,0.052884615,5,0,0,35.57692308,6,15.86538462,8,12.98076923,10,0.019230769,0,0.038461538,24,0.585365854,64.42307692,22,0.536585366,0.778846154,0.052884615,3.43902439
Lake Waramaug Brook,CT HEX 19.02,CT,20 random toss 4m2 area,10/30/2002,3.5,2.8,4.5,261,45,0.049808429,5,0.295019157,11,0.398467433,21,0.252873563,7,0,0,12.2605364,5,11.87739464,5,27.5862069,6,0.237547893,0,0.042145594,16,0.355555556,51.72413793,16,0.355555556,0.344827586,0.252873563,3.6
Lake Waramaug Brook,CT HEX 19.02,CT,riffle targeted kick net 2m2 area,10/30/2002,3.5,2.8,4.5,236,28,0.008474576,1,0.427966102,10,0.199152542,12,0.36440678,5,0,0,28.38983051,6,8.898305085,3,41.10169492,6,0.343220339,0,0.042372881,15,0.535714286,78.38983051,11,0.392857143,0.436440678,0.36440678,3.75
Latimer Brook,CT HEX 41.05,CT,20 random toss 4m2 area,10/5/2002,3.825,3,4.5,211,37,0.08056872,2,0.208530806,10,0.63507109,19,0.052132701,5,0,0,22.27488152,4,3.317535545,1,6.161137441,7,0.033175355,0,0.421800948,12,0.324324324,31.7535545,12,0.324324324,0.289099526,0.052132701,3.648648649
Latimer Brook,CT HEX 41.05,CT,riffle targeted kick net 2m2 area,10/5/2002,3.825,3,4.5,245,36,0.040816327,3,0.334693878,17,0.371428571,14,0.253061224,2,0,0,9.387755102,4,4.081632653,3,34.69387755,6,0.253061224,0,0.065306122,13,0.361111111,48.16326531,20,0.555555556,0.375510204,0.253061224,3.416666667
Limekiln Brook,CT HEX 45.04,CT,20 random toss 4m2 area,10/5/2002,5.1375,4.2,5.5,202,31,0.00990099,2,0.292079208,5,0.455445545,18,0.242574257,6,0,0,2.475247525,3,25.74257426,2,23.26732673,5,0.202970297,0.014851485,0.044554455,10,0.322580645,51.48514851,7,0.225806452,0.301980198,0.242574257,3.903225806
Limekiln Brook,CT HEX 45.04,CT,riffle targeted kick net 2m2 area,10/5/2002,5.1375,4.2,5.5,209,18,0,0,0.263157895,6,0.100478469,9,0.636363636,3,0,0,4.306220096,2,22.96650718,1,64.11483254,5,0.626794258,0,0,8,0.444444444,91.38755981,6,0.333333333,0.263157895,0.636363636,3.833333333
Mashamoquet Brook,CT HEX 17.08,CT,20 random toss 4m2 area,10/22/2002,4.05,3.5,4.5,196,44,0.107142857,3,0.102040816,10,0.62244898,23,0.163265306,8,0,0,18.36734694,7,2.551020408,2,9.693877551,6,0.025510204,0.056122449,0.25,15,0.340909091,30.6122449,13,0.295454545,0.209183673,0.163265306,3.818181818
Mountain Brook,CT HEX 13.02,CT,20 random toss 4m2 area,10/28/2002,2.7,2,3.5,165,35,0.248484848,5,0.375757576,17,0.309090909,11,0.006060606,1,0,0,9.696969697,3,6.666666667,5,24.24242424,7,0.024242424,0,0.012121212,15,0.428571429,40.60606061,22,0.628571429,0.624242424,0.006060606,3.142857143
Mountain Brook,CT HEX 13.02,CT,riffle targeted kick net 2m2 area,10/28/2002,2.7,2,3.5,178,47,0.247191011,8,0.370786517,22,0.331460674,15,0.016853933,1,0,0,12.92134831,3,9.550561798,7,31.46067416,11,0.06741573,0,0.011235955,21,0.446808511,53.93258427,30,0.638297872,0.617977528,0.016853933,3.127659574
Naugatuck River,CT HEX 29.03,CT,20 random toss 4m2 area,10/1/2002,5.7,5,6.5,195,15,0,0,0.01025641,2,0.723076923,7,0.205128205,6,0,0,0.512820513,1,0,0,16.92307692,3,0.158974359,0,0.030769231,4,0.266666667,17.43589744,2,0.133333333,0.01025641,0.205128205,4.266666667
Naugatuck River,CT HEX 29.03,CT,riffle targeted kick net 2m2 area,10/1/2002,5.7,5,6.5,191,13,0,0,0.005235602,1,0.408376963,6,0.539267016,6,0,0,0,0,0,0,57.59162304,4,0.486910995,0,0.020942408,4,0.307692308,57.59162304,1,0.076923077,0.005235602,0.539267016,4.384615385
Naugatuck River,CT HEX 37.01,CT,20 random toss 4m2 area,10/2/2002,5.7875,5,6.5,202,22,0,0,0.004950495,1,0.297029703,12,0.683168317,9,0,0,0.495049505,1,0,0,62.87128713,4,0.410891089,0,0.227722772,5,0.227272727,63.36633663,1,0.045454545,0.004950495,0.683168317,4.363636364
Naugatuck River,CT HEX 37.01,CT,riffle targeted kick net 2m2 area,10/2/2002,5.7875,5,6.5,197,9,0,0,0,0,0.015228426,2,0.868020305,7,0,0,0.507614213,1,0,0,96.44670051,3,0.776649746,0,0,4,0.444444444,96.95431472,0,0,0,0.868020305,4.777777778
Norwalk River,CT HEX 53.04,CT,20 random toss 4m2 area,10/3/2002,4.9625,4.2,5.5,200,41,0.005,1,0.08,8,0.53,22,0.345,10,0,0,6,3,0.5,1,35.5,6,0.275,0,0.05,10,0.243902439,42,9,0.219512195,0.085,0.345,4
Norwalk River,CT HEX 53.04,CT,riffle targeted kick net 2m2 area,10/3/2002,4.9625,4.2,5.5,215,17,0,0,0.065116279,3,0.279069767,10,0.655813953,4,0,0,8.837209302,3,0,0,73.48837209,5,0.646511628,0,0,8,0.470588235,82.3255814,3,0.176470588,0.065116279,0.655813953,4.058823529
Pond Meadow Brook,CT HEX 49.05,CT,20 random toss 4m2 area,10/9/2002,3.85,3,5.2,215,41,0.004651163,1,0.446511628,13,0.418604651,23,0.130232558,4,0,0,6.976744186,5,3.720930233,4,21.39534884,6,0.11627907,0,0.041860465,15,0.365853659,32.09302326,14,0.341463415,0.451162791,0.130232558,3.731707317
Pond Meadow Brook,CT HEX 49.05,CT,riffle targeted kick net 2m2 area,10/9/2002,3.85,3,5.2,212,41,0.023584906,2,0.551886792,19,0.306603774,16,0.113207547,3,0,0,6.132075472,4,3.773584906,3,25,11,0.141509434,0,0.136792453,18,0.43902439,34.90566038,21,0.512195122,0.575471698,0.113207547,3.414634146
Pumpkin Ground Brook,CT HEX 55.01,CT,20 random toss 4m2 area,10/31/2002,5.25,4.5,5.8,209,34,0.023923445,1,0.071770335,4,0.789473684,21,0.114832536,8,0,0,2.392344498,1,0.956937799,1,9.56937799,5,0.076555024,0.009569378,0.401913876,7,0.205882353,12.91866029,5,0.147058824,0.09569378,0.114832536,4.058823529
Pumpkin Ground Brook,CT HEX 55.01,CT,riffle targeted kick net 2m2 area,10/31/2002,5.25,4.5,5.8,201,20,0.004975124,1,0.054726368,2,0.706467662,14,0.233830846,3,0,0,0,0,4.975124378,1,54.72636816,3,0.228855721,0,0.034825871,4,0.2,59.70149254,3,0.15,0.059701493,0.233830846,3.95
Rocky Brook,CT HEX 9.02,CT,20 random toss 4m2 area,10/17/2002,3.625,2,5,260,45,0.092307692,6,0.357692308,15,0.5,22,0.026923077,2,0,0,11.15384615,2,13.07692308,7,22.30769231,10,0.103846154,0,0.134615385,19,0.422222222,46.53846154,21,0.466666667,0.45,0.026923077,3.444444444
Rocky Brook,CT HEX 9.02,CT,riffle targeted kick net 2m2 area,10/17/2002,3.625,2,5,198,24,0.101010101,3,0.439393939,7,0.313131313,12,0.121212121,1,0,0,6.565656566,1,17.67676768,5,42.42424242,5,0.353535354,0,0.141414141,11,0.458333333,66.66666667,10,0.416666667,0.54040404,0.121212121,3.333333333
Sages Ravine Brook,CT HEX 1.08,CT,20 random toss 4m2 area,10/21/2002,3.4875,2.8,4.5,205,35,0.112195122,8,0.268292683,14,0.585365854,10,0.024390244,2,0,0,5.365853659,4,1.951219512,4,21.95121951,10,0.063414634,0,0.014634146,18,0.514285714,29.26829268,22,0.628571429,0.380487805,0.024390244,3.085714286
Sages Ravine Brook,CT HEX 1.08,CT,riffle targeted kick net 2m2 area,10/21/2002,3.4875,2.8,4.5,175,29,0.114285714,5,0.182857143,11,0.68,11,0.017142857,1,0,0,4.571428571,4,3.428571429,5,16,6,0.051428571,0,0.011428571,15,0.517241379,24,16,0.551724138,0.297142857,0.017142857,3.172413793
Sandy Brook,CT HEX 3.01,CT,20 random toss 4m2 area,10/8/2002,2.425,2,3.5,234,59,0.200854701,9,0.354700855,18,0.333333333,25,0.098290598,6,0,0,20.94017094,7,5.982905983,4,22.22222222,16,0.02991453,0.004273504,0.047008547,27,0.457627119,49.14529915,27,0.457627119,0.555555556,0.098290598,3.423728814
Sandy Brook,CT HEX 3.01,CT,riffle targeted kick net 2m2 area,10/8/2002,2.425,2,3.5,210,45,0.266666667,12,0.452380952,14,0.171428571,14,0.1,4,0,0,35.71428571,8,8.095238095,7,31.42857143,15,0.076190476,0,0,30,0.666666667,75.23809524,26,0.577777778,0.719047619,0.1,3.155555556
Sawmill Brook,CT HEX 35.05,CT,20 random toss 4m2 area,10/29/2002,2.7125,2,3.5,192,47,0.130208333,8,0.546875,18,0.270833333,19,0.03125,2,0,0,7.291666667,4,12.5,5,23.4375,8,0.067708333,0,0.041666667,17,0.361702128,43.22916667,26,0.553191489,0.677083333,0.03125,3.319148936
Sawmill Brook,CT HEX 35.05,CT,riffle targeted kick net 2m2 area,10/29/2002,2.7125,2,3.5,207,39,0.241545894,6,0.492753623,16,0.198067633,14,0.057971014,2,0,0,6.763285024,4,20.77294686,5,35.26570048,7,0.144927536,0,0.024154589,16,0.41025641,62.80193237,22,0.564102564,0.734299517,0.057971014,3.230769231
Shunock River,CT HEX 43.01,CT,20 random toss 4m2 area,10/24/2002,3.783333333,3,4.8,199,45,0.020100503,2,0.236180905,11,0.537688442,25,0.201005025,7,0,0,28.64321608,6,0,0,18.59296482,9,0.08040201,0,0.195979899,15,0.333333333,47.2361809,13,0.288888889,0.256281407,0.201005025,3.822222222
Shunock River,CT HEX 43.01,CT,riffle targeted kick net 2m2 area,10/24/2002,3.783333333,3,4.8,216,40,0,0,0.421296296,15,0.37962963,19,0.175925926,6,0,0,28.7037037,5,2.314814815,2,25.46296296,10,0.138888889,0,0.125,17,0.425,56.48148148,15,0.375,0.421296296,0.175925926,3.775
Shunock River,CT HEX 52.07,CT,20 random toss 4m2 area,10/7/2003,3.3625,2.8,3.8,234,45,0.008547009,1,0.273504274,16,0.431623932,19,0.282051282,9,0,0,5.555555556,5,2.564102564,3,43.58974359,12,0.200854701,0,0.136752137,20,0.444444444,51.70940171,17,0.377777778,0.282051282,0.282051282,3.8
Shunock River,CT HEX 52.07,CT,riffle targeted kick net 2m2 area,10/7/2003,3.3625,2.8,3.8,223,41,0.004484305,1,0.278026906,17,0.515695067,15,0.197309417,7,0.004484305,1,3.587443946,4,2.69058296,2,51.56950673,11,0.156950673,0,0.044843049,17,0.414634146,57.84753363,18,0.43902439,0.282511211,0.201793722,3.756097561
Stickney Hill Brook,CT HEX 7.06,CT,20 random toss 4m2 area,10/10/2002,3.075,2,4.8,202,38,0.222772277,5,0.366336634,14,0.376237624,19,0,0,0,0,39.6039604,7,13.36633663,4,2.97029703,4,0.004950495,0.01980198,0.054455446,15,0.394736842,55.94059406,19,0.5,0.589108911,0,3.368421053
Stickney Hill Brook,CT HEX 7.06,CT,riffle targeted kick net 2m2 area,10/10/2002,3.075,2,4.8,195,43,0.148717949,7,0.564102564,17,0.128205128,15,0.082051282,2,0,0,16.41025641,6,14.87179487,7,16.92307692,8,0.117948718,0,0.015384615,21,0.488372093,48.20512821,24,0.558139535,0.712820513,0.082051282,3.139534884
